"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","nh34","no23","po4","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck"
"East Long Lake",1991,205,1991-07-24,1.3,484,14,7.845,1.382,2,NA,NA,NA,NA
"East Long Lake",1991,205,1991-07-24,1.65,462,12,9.114,1.877,2,NA,NA,NA,NA
"East Long Lake",1991,205,1991-07-24,3.15,418,11,13.533,1.77,2,NA,NA,NA,NA
"East Long Lake",1991,205,1991-07-24,12,1131,74,142.773,3.51,3,4.5,0,NA,NA
"West Long Lake",1991,206,1991-07-25,0,530,13,17.856,2.493,0,22,6,540,530
"West Long Lake",1991,206,1991-07-25,0.35,485,14,23.628,2.5,1,NA,NA,NA,NA
"West Long Lake",1991,206,1991-07-25,0.75,358,13,15.711,2.553,2,NA,NA,135,530
"West Long Lake",1991,206,1991-07-25,1.4,429,12,15.987,2.266,0,NA,NA,NA,NA
"West Long Lake",1991,206,1991-07-25,1.9,469,11,31.392,7.403,9,NA,NA,NA,NA
"West Long Lake",1991,206,1991-07-25,3.2,489,11,14.336,1.676,2,NA,NA,NA,NA
"West Long Lake",1991,206,1991-07-25,12,687,50,212.849,1.743,25,5.2,0,NA,NA
"Tuesday Lake",1991,207,1991-07-26,0.433,481,10,13.637,3.033,1,NA,NA,NA,NA
"Tuesday Lake",1991,207,1991-07-26,12,883,24,326.961,3.333,7,4.1,0,NA,NA
"Paul Lake",1991,210,1991-07-29,0,442,9,8.904,2.993,1,19.6,6.5,240,225
"Paul Lake",1991,210,1991-07-29,0.5,404,18,9.91,2.707,2,19.7,6.5,127,225
"Paul Lake",1991,210,1991-07-29,1.2,329,12,8.83,1.909,2,NA,NA,NA,NA
"Paul Lake",1991,210,1991-07-29,2.4,317,9,8.185,2.032,3,NA,NA,NA,NA
"Paul Lake",1991,210,1991-07-29,3.4,381,12,13.436,1.93,1,NA,NA,NA,NA
"Paul Lake",1991,210,1991-07-29,5.8,452,23,8.686,1.827,3,NA,NA,NA,NA
"Paul Lake",1991,210,1991-07-29,8,1141,63,486.291,1.923,7,5.7,0.2,NA,NA
"Peter Lake",1991,211,1991-07-30,0,368,22,NA,NA,NA,20.2,7.3,1375,1175
"Peter Lake",1991,211,1991-07-30,0.9,373,11,7.661,1.453,1,NA,NA,NA,NA
"Peter Lake",1991,211,1991-07-30,2,333,11,6.459,1.507,1,19.9,7.2,335,1175
"Peter Lake",1991,211,1991-07-30,3.4,325,7,14.784,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,211,1991-07-30,4.5,344,11,9.184,1.555,1,15.2,11,70,1175
"Peter Lake",1991,211,1991-07-30,7.5,342,19,7.893,1.201,1,NA,NA,NA,NA
"Peter Lake",1991,211,1991-07-30,12,754,41,147.557,1.276,4,4.5,0.1,NA,NA
"East Long Lake",1991,212,1991-07-31,0,580,8,9.771,2.694,0,20.5,6.9,1230,1000
"East Long Lake",1991,212,1991-07-31,0.35,440,11,8.362,2.033,8,NA,NA,NA,NA
"East Long Lake",1991,212,1991-07-31,0.6,401,10,6.368,1.644,1,NA,NA,NA,NA
"East Long Lake",1991,212,1991-07-31,1.2,387,12,5.049,1.576,0,NA,NA,NA,NA
"East Long Lake",1991,212,1991-07-31,1.7,389,10,7.659,1.589,2,NA,NA,NA,NA
"East Long Lake",1991,212,1991-07-31,2.8,356,10,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,212,1991-07-31,12,1065,83,488.929,3.069,18,4.5,0,NA,NA
"West Long Lake",1991,213,1991-08-01,0,457,14,6.836,1.991,0,21.2,6.9,1250,990
"West Long Lake",1991,213,1991-08-01,0.3,423,10,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,213,1991-08-01,0.75,400,8,NA,NA,NA,NA,NA,320,990
"West Long Lake",1991,213,1991-08-01,1.35,438,11,7.158,1.575,0,NA,NA,NA,NA
"West Long Lake",1991,213,1991-08-01,1.8,414,13,8.887,1.643,1,NA,NA,NA,NA
"West Long Lake",1991,213,1991-08-01,3,388,13,8.358,2.032,3,16.7,0.6,11.5,1000
"West Long Lake",1991,213,1991-08-01,12,633,59,234.068,2.733,27,5.3,0,NA,NA
"Tuesday Lake",1991,214,1991-08-02,0.4,423,9,10.736,1.71,2,NA,NA,NA,NA
"Tuesday Lake",1991,214,1991-08-02,12,972,29,381.688,2.422,15,4.1,0,NA,NA
"Paul Lake",1991,217,1991-08-05,0,380,11,8.653,1.32,8,20,6.9,1400,1100
"Paul Lake",1991,217,1991-08-05,0.7,388,15,13.328,1.601,3,NA,NA,NA,NA
"Paul Lake",1991,217,1991-08-05,1.5,343,13,5.59,1.923,5,19.9,6.9,330,1100
"Paul Lake",1991,217,1991-08-05,2.5,321,11,14.591,1.037,3,19.8,6.8,135,1100
"Paul Lake",1991,217,1991-08-05,3.4,352,22,14.046,0.941,3,NA,NA,NA,NA
"Paul Lake",1991,217,1991-08-05,5.6,367,22,20.332,0.976,3,NA,NA,NA,NA
"Paul Lake",1991,217,1991-08-05,8,1235,55,513.342,2.699,13,5.6,0,NA,NA
"Peter Lake",1991,218,1991-08-06,0,288,10,4.556,0.463,2,20.9,6.9,432,480
"Peter Lake",1991,218,1991-08-06,1,289,8,5.521,0.119,3,21,6.8,219,442
"Peter Lake",1991,218,1991-08-06,2,271,9,4.309,0.058,3,21,7,110,423
"Peter Lake",1991,218,1991-08-06,3.6,296,9,5.196,0.51,3,NA,NA,NA,NA
"Peter Lake",1991,218,1991-08-06,5,274,10,6.085,0.854,4,13.1,11.2,22.5,421
"Peter Lake",1991,218,1991-08-06,8,317,18,3.891,0.648,2,5.9,1.7,4.5,425
"Peter Lake",1991,218,1991-08-06,12,703,35,194.154,0.552,9,4.5,0.1,NA,NA
"East Long Lake",1991,219,1991-08-07,0,440,15,9.219,0.674,5,20.3,6.7,480,320
"East Long Lake",1991,219,1991-08-07,0.37,2026,16,12.933,1.127,6,NA,NA,NA,NA
"East Long Lake",1991,219,1991-08-07,0.75,412,22,14.428,1.67,2,NA,NA,125,320
"East Long Lake",1991,219,1991-08-07,1.5,418,14,NA,0.88,1,20.3,6.5,42,320
"East Long Lake",1991,219,1991-08-07,2,411,15,19.262,1.993,4,20.1,6.2,21,320
"East Long Lake",1991,219,1991-08-07,3.4,356,11,13.887,0.75,4,NA,NA,NA,NA
"East Long Lake",1991,219,1991-08-07,12,967,82,524.773,2.932,38,4.6,0,NA,NA
"West Long Lake",1991,220,1991-08-08,0,472,14,14.861,2.025,3,20.6,6.9,950,900
"West Long Lake",1991,220,1991-08-08,0.4,514,13,16.801,1.95,4,NA,NA,NA,NA
"West Long Lake",1991,220,1991-08-08,0.95,498,13,16.063,1.463,4,NA,NA,NA,NA
"West Long Lake",1991,220,1991-08-08,1.5,472,10,13.884,1.331,2,20.4,6.9,96,900
"West Long Lake",1991,220,1991-08-08,2.1,459,12,15.004,1.531,2,NA,NA,NA,NA
"West Long Lake",1991,220,1991-08-08,3.2,441,22,10.879,1.256,5,NA,NA,NA,NA
"West Long Lake",1991,220,1991-08-08,12,652,46,228.403,1.572,25,5.4,0,NA,NA
"Tuesday Lake",1991,221,1991-08-09,0.433,385,10,8.028,1.274,1,NA,NA,NA,NA
"Tuesday Lake",1991,221,1991-08-09,12,998,36,461.714,3.564,12,4.1,0,NA,NA
"Paul Lake",1991,224,1991-08-12,0,383,7,16.211,0.314,0,22,6.7,1125,810
"Paul Lake",1991,224,1991-08-12,0.65,388,10,10.586,1.11,0,NA,NA,NA,NA
"Paul Lake",1991,224,1991-08-12,1.5,362,13,8.409,0.146,1,21.9,6.8,275,810
"Paul Lake",1991,224,1991-08-12,2.5,329,10,10.318,0.402,1,21.3,6.4,115,810
"Paul Lake",1991,224,1991-08-12,3.4,349,10,11.655,0.305,0,NA,NA,NA,NA
"Paul Lake",1991,224,1991-08-12,5.5,419,15,13.661,0.571,1,9.2,2,11.3,810
"Paul Lake",1991,224,1991-08-12,8,1273,43,519.949,2.685,10,5.6,0.1,NA,NA
"Peter Lake",1991,225,1991-08-13,0,317,12,8.638,0.579,1,22.6,7.2,800,790
"Peter Lake",1991,225,1991-08-13,1.3,312,10,5.292,0.65,2,NA,NA,NA,NA
"Peter Lake",1991,225,1991-08-13,2.4,345,8,5.186,0.738,1,NA,NA,NA,NA
"Peter Lake",1991,225,1991-08-13,4,326,11,10.641,1.968,1,19.1,8.6,79,790
"Peter Lake",1991,225,1991-08-13,5,354,10,7.421,2.446,4,13.4,11.4,41,790
"Peter Lake",1991,225,1991-08-13,7.4,402,15,6.986,1.614,2,NA,NA,NA,NA
"Peter Lake",1991,225,1991-08-13,12,946,38,288.331,1.136,7,4.6,0.1,NA,NA
"East Long Lake",1991,226,1991-08-14,0,442,15,11.581,0.427,1,23.5,6.6,900,740
"East Long Lake",1991,226,1991-08-14,0.4,437,11,18.291,0.543,1,NA,NA,NA,NA
"East Long Lake",1991,226,1991-08-14,0.85,424,12,9.774,1.844,0,NA,NA,NA,NA
"East Long Lake",1991,226,1991-08-14,1.4,397,17,10.79,0.382,1,NA,NA,NA,NA
"East Long Lake",1991,226,1991-08-14,1.9,399,16,9.774,1.338,4,NA,NA,NA,NA
"East Long Lake",1991,226,1991-08-14,3.1,376,15,6.551,0.55,1,NA,NA,NA,NA
"East Long Lake",1991,226,1991-08-14,12,1135,74,458.009,2.744,25,4.6,0.1,NA,NA
"West Long Lake",1991,227,1991-08-15,0,498,10,12.349,0.099,0,23.5,6.8,820,710
"West Long Lake",1991,227,1991-08-15,0.35,333,16,9.205,0.028,1,NA,NA,NA,NA
"West Long Lake",1991,227,1991-08-15,0.85,466,11,10.788,2.649,5,NA,NA,NA,NA
"West Long Lake",1991,227,1991-08-15,1.5,444,16,10.096,1.472,0,22.6,6.8,84,760
"West Long Lake",1991,227,1991-08-15,2,418,11,10.758,0.843,0,21.1,6.2,45,770
"West Long Lake",1991,227,1991-08-15,3.25,419,15,11.582,1.373,0,NA,NA,NA,NA
"West Long Lake",1991,227,1991-08-15,12,716,45,243.094,1.903,20,5.4,0,NA,NA
"Tuesday Lake",1991,228,1991-08-16,0.5,478,8,22.113,1.927,6,23.9,6.3,250,480
"Tuesday Lake",1991,228,1991-08-16,12,937,34,329.682,4.073,13,4.1,0,NA,NA
"Paul Lake",1991,231,1991-08-19,0,415,8,11.667,1.685,5,21.1,6.6,1020,920
"Paul Lake",1991,231,1991-08-19,0.9,383,11,17.343,1.279,5,NA,NA,NA,NA
"Paul Lake",1991,231,1991-08-19,1.6,387,10,31.193,0.88,5,NA,NA,NA,NA
"Paul Lake",1991,231,1991-08-19,2.6,349,11,22.07,1.031,5,NA,NA,NA,NA
"Paul Lake",1991,231,1991-08-19,3.4,325,13,17.798,1.535,5,NA,NA,NA,NA
"Paul Lake",1991,231,1991-08-19,5.2,381,18,16.055,0.843,6,NA,NA,NA,NA
"Paul Lake",1991,231,1991-08-19,8,1217,48,426.847,3.357,14,5.7,0.1,NA,NA
"Peter Lake",1991,232,1991-08-20,0,280,12,9.608,1.294,5,21.6,7.1,1025,770
"Peter Lake",1991,232,1991-08-20,1,267,10,9.888,0.94,5,21.7,6.9,500,770
"Peter Lake",1991,232,1991-08-20,2,303,9,9.955,0.752,5,21.6,7,250,770
"Peter Lake",1991,232,1991-08-20,3.4,317,11,10.921,0.602,6,NA,NA,NA,NA
"Peter Lake",1991,232,1991-08-20,4.5,295,11,6.031,0.662,5,17.5,10.6,52,770
"Peter Lake",1991,232,1991-08-20,7.3,306,16,8.821,0.94,5,NA,NA,NA,NA
"Peter Lake",1991,232,1991-08-20,12,723,36,215.765,1.482,9,4.6,0.1,NA,NA
"East Long Lake",1991,233,1991-08-21,0,518,10,14.012,1.234,7,20.9,6.7,965,800
"East Long Lake",1991,233,1991-08-21,0.35,489,11,54.231,1.67,6,NA,NA,NA,NA
"East Long Lake",1991,233,1991-08-21,0.75,489,12,28.754,1.219,7,NA,NA,240,800
"East Long Lake",1991,233,1991-08-21,1.4,433,11,52.379,2.032,7,NA,NA,NA,NA
"East Long Lake",1991,233,1991-08-21,1.8,499,14,14.855,1.099,6,NA,NA,NA,NA
"East Long Lake",1991,233,1991-08-21,3,342,9,11.399,1.257,5,15.4,4.7,9.3,800
"East Long Lake",1991,233,1991-08-21,12,1130,65,452.225,2.364,22,4.6,0,NA,NA
"West Long Lake",1991,234,1991-08-22,0,459,8,12.775,2.138,7,21.3,6.6,1100,1050
"West Long Lake",1991,234,1991-08-22,0.45,460,11,14.614,1.686,6,NA,NA,NA,NA
"West Long Lake",1991,234,1991-08-22,0.9,429,18,19.729,2.1,6,NA,NA,NA,NA
"West Long Lake",1991,234,1991-08-22,1.5,547,11,12.088,2.025,7,21.2,6.7,115,1050
"West Long Lake",1991,234,1991-08-22,2,379,24,11.244,1.483,7,20.9,6.3,58,1050
"West Long Lake",1991,234,1991-08-22,3.2,348,11,18.788,2.439,7,NA,NA,NA,NA
"West Long Lake",1991,234,1991-08-22,12,707,50,256.688,2.048,20,5.4,0.1,NA,NA
"Tuesday Lake",1991,235,1991-08-23,0.467,454,9,NA,NA,NA,NA,NA,NA,NA
"Tuesday Lake",1991,235,1991-08-23,12,912,45,NA,NA,NA,4.1,0.1,NA,NA
"Paul Lake",1991,238,1991-08-26,0,345,8,NA,NA,NA,21.8,6.8,740,700
"Paul Lake",1991,238,1991-08-26,0.7,398,9,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,238,1991-08-26,1.4,373,8,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,238,1991-08-26,2.35,317,16,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,238,1991-08-26,3.1,301,12,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,238,1991-08-26,5.15,289,13,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,238,1991-08-26,8,1074,43,NA,NA,NA,5.8,0.1,NA,NA
"Peter Lake",1991,239,1991-08-27,0,275,11,NA,NA,NA,22.5,7.1,760,600
"Peter Lake",1991,239,1991-08-27,1.1,296,10,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,239,1991-08-27,2.12,320,8,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,239,1991-08-27,3.67,336,8,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,239,1991-08-27,4.9,279,10,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,239,1991-08-27,7.74,307,16,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,239,1991-08-27,12,714,34,NA,NA,NA,4.6,0.1,NA,NA
"East Long Lake",1991,240,1991-08-28,0,489,13,NA,NA,NA,23.7,6.7,780,690
"East Long Lake",1991,240,1991-08-28,0.4,534,12,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,240,1991-08-28,0.8,563,11,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,240,1991-08-28,1.4,495,11,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,240,1991-08-28,1.9,458,10,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,240,1991-08-28,3.1,392,11,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,240,1991-08-28,12,1152,65,NA,NA,NA,4.6,0.1,NA,NA
"West Long Lake",1991,241,1991-08-29,0,521,10,NA,NA,NA,24.6,6.8,810,690
"West Long Lake",1991,241,1991-08-29,0.48,476,8,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,241,1991-08-29,0.95,502,11,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,241,1991-08-29,1.7,502,10,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,241,1991-08-29,2.2,417,11,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,241,1991-08-29,3.3,366,13,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,241,1991-08-29,12,706,43,NA,NA,NA,5.5,0.1,NA,NA
"Tuesday Lake",1991,242,1991-08-30,0.453,395,9,NA,NA,NA,NA,NA,NA,NA
"Tuesday Lake",1991,242,1991-08-30,12,1035,38,NA,NA,NA,4.1,0,NA,NA
"Paul Lake",1991,245,1991-09-02,0,477,7,NA,NA,NA,20.3,6.8,490,420
"Paul Lake",1991,245,1991-09-02,0.6,488,11,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,245,1991-09-02,1.25,411,11,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,245,1991-09-02,2.3,342,11,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,245,1991-09-02,3.1,403,8,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,245,1991-09-02,5.25,343,17,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1991,245,1991-09-02,8,1638,42,NA,NA,NA,5.9,0.1,NA,NA
"Peter Lake",1991,246,1991-09-03,0,345,6,NA,NA,NA,21.2,7,320,305
"Peter Lake",1991,246,1991-09-03,0.85,388,7,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,246,1991-09-03,2.2,350,9,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,246,1991-09-03,4,430,10,NA,NA,NA,20.5,7,32,305
"Peter Lake",1991,246,1991-09-03,5.5,417,11,NA,NA,NA,12.4,10.8,16,305
"Peter Lake",1991,246,1991-09-03,8.4,398,21,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1991,246,1991-09-03,12,703,29,NA,NA,NA,4.7,0.1,NA,NA
"East Long Lake",1991,247,1991-09-04,0,478,9,NA,NA,NA,19.6,6.4,1000,850
"East Long Lake",1991,247,1991-09-04,0.35,490,12,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,247,1991-09-04,0.75,484,13,NA,NA,NA,NA,NA,240,850
"East Long Lake",1991,247,1991-09-04,1.35,503,13,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,247,1991-09-04,1.8,435,12,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1991,247,1991-09-04,3,348,8,NA,NA,NA,15.7,3.6,10,850
"East Long Lake",1991,247,1991-09-04,12,1161,76,NA,NA,NA,4.7,0,NA,NA
"West Long Lake",1991,248,1991-09-05,0,440,7,NA,NA,NA,19.6,6.9,600,530
"West Long Lake",1991,248,1991-09-05,0.45,476,10,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,248,1991-09-05,0.85,500,12,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,248,1991-09-05,1.5,515,12,NA,NA,NA,19.6,6.7,61,530
"West Long Lake",1991,248,1991-09-05,2.2,427,9,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,248,1991-09-05,3.6,413,10,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1991,248,1991-09-05,12,746,51,NA,NA,NA,5.5,0.1,NA,NA
"Tuesday Lake",1991,249,1991-09-06,0.367,426,9,NA,NA,NA,NA,NA,NA,NA
"Tuesday Lake",1991,249,1991-09-06,12,784,31,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1992,139,1992-05-18,0,689.44,30.57,NA,NA,NA,14.4,8.3,1200,1050
"East Long Lake",1992,139,1992-05-18,0.25,727.69,23.22,NA,NA,NA,NA,NA,620,1050
"East Long Lake",1992,139,1992-05-18,0.6,576.67,19.9,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1992,139,1992-05-18,1,490.13,17.85,NA,NA,NA,14.2,8.2,125,1050
"East Long Lake",1992,139,1992-05-18,1.4,468.46,18.1,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1992,139,1992-05-18,2.4,453.8,19.2,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1992,139,1992-05-18,12,1240.88,87.4,NA,NA,NA,4.2,0.2,NA,NA
"West Long Lake",1992,140,1992-05-19,0,670.48,17.66,NA,NA,NA,15.9,8.9,1200,890
"West Long Lake",1992,140,1992-05-19,0.6,435.17,14.92,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,140,1992-05-19,1.3,408.61,19.86,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,140,1992-05-19,2.2,448.52,16.07,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,140,1992-05-19,2.8,423.87,11.96,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,140,1992-05-19,4.25,278.96,29.08,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,140,1992-05-19,12,880.33,51.4,NA,NA,NA,4.8,0.2,NA,NA
"Paul Lake",1992,141,1992-05-20,0,279.62,9.66,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,141,1992-05-20,0.95,277.69,12.68,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,141,1992-05-20,1.35,435.23,14.47,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,141,1992-05-20,3.1,365.39,18.61,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,141,1992-05-20,3.9,471.11,18.22,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,141,1992-05-20,5.5,761.22,43.89,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,141,1992-05-20,8,1067.63,65.04,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,141,1992-05-20,0,347.15,12.32,NA,NA,NA,17.1,8.7,1250,1050
"Peter Lake",1992,141,1992-05-20,0.95,448.79,13.32,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,141,1992-05-20,1.85,339.81,14.77,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,141,1992-05-20,3.2,314.62,11.92,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,141,1992-05-20,4.1,286.18,13.17,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,141,1992-05-20,6.1,339.76,26.38,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,141,1992-05-20,12,521.88,33.15,NA,NA,NA,4.3,0.1,NA,NA
"East Long Lake",1992,146,1992-05-25,0,615.76,14.3,34.71,7.07,6,15.5,8.1,1200,1050
"East Long Lake",1992,146,1992-05-25,0.39,636.35,17.51,8.63,3.81,11,NA,NA,NA,NA
"East Long Lake",1992,146,1992-05-25,0.6,522.67,18.26,3.6,3.19,5,NA,NA,NA,NA
"East Long Lake",1992,146,1992-05-25,1.1,519.38,16.36,10.17,0.13,2,NA,NA,NA,NA
"East Long Lake",1992,146,1992-05-25,1.4,492.58,14.82,9.61,1.14,7,NA,NA,NA,NA
"East Long Lake",1992,146,1992-05-25,2.3,466.71,14.5,12.69,0,0,NA,NA,NA,NA
"East Long Lake",1992,146,1992-05-25,12,1423.62,81.08,586.69,0,47,4.2,0.1,NA,NA
"West Long Lake",1992,147,1992-05-26,0,522.53,7.74,19.26,0,29,15.1,8.9,1260,1050
"West Long Lake",1992,147,1992-05-26,0.65,435.5,7.82,22.75,0,0,NA,NA,NA,NA
"West Long Lake",1992,147,1992-05-26,1.35,614.93,6.94,6.05,0,3,NA,NA,NA,NA
"West Long Lake",1992,147,1992-05-26,2.35,345.95,9.05,13.77,1.24,0,NA,NA,NA,NA
"West Long Lake",1992,147,1992-05-26,3.1,312.75,12.85,63.65,0,2,NA,NA,NA,NA
"West Long Lake",1992,147,1992-05-26,4.35,372.36,17.04,26.19,0,0,NA,NA,NA,NA
"West Long Lake",1992,147,1992-05-26,12,661.06,43.25,181.7,0,8,4.9,0.1,NA,NA
"Paul Lake",1992,148,1992-05-27,0,301.32,22.62,6.22,0,0,NA,NA,NA,NA
"Paul Lake",1992,148,1992-05-27,0.95,309.08,5.7,19.72,0.03,5,NA,NA,NA,NA
"Paul Lake",1992,148,1992-05-27,1.9,407.59,4.3,13.86,0,3,NA,NA,NA,NA
"Paul Lake",1992,148,1992-05-27,3.15,349.19,12.17,22.14,0,5,NA,NA,NA,NA
"Paul Lake",1992,148,1992-05-27,4.1,317.21,15.85,33.27,0,6,NA,NA,NA,NA
"Paul Lake",1992,148,1992-05-27,5.7,238.37,17.29,22.52,0,3,NA,NA,NA,NA
"Paul Lake",1992,148,1992-05-27,8,1286.7,58.25,701.87,0,15,NA,NA,NA,NA
"Peter Lake",1992,148,1992-05-27,0,272,5.65,15.02,0.08,11,15.5,9,1100,880
"Peter Lake",1992,148,1992-05-27,0.9,262.65,14.01,15.37,0,0,NA,NA,NA,NA
"Peter Lake",1992,148,1992-05-27,1.85,350.51,12.25,18.33,0,14,NA,NA,NA,NA
"Peter Lake",1992,148,1992-05-27,3.2,342.32,11.91,13.5,0,2,NA,NA,NA,NA
"Peter Lake",1992,148,1992-05-27,4.25,373.77,14.52,7.67,0,7,NA,NA,NA,NA
"Peter Lake",1992,148,1992-05-27,6.4,420.57,21.78,11.18,0,4,NA,NA,NA,NA
"Peter Lake",1992,148,1992-05-27,12,902.66,34.05,467.4,0,13,4.4,0.4,NA,NA
"East Long Lake",1992,153,1992-06-01,0,351.95,9.79,NA,NA,NA,18.8,8.8,1200,1050
"East Long Lake",1992,153,1992-06-01,0.3,422.99,13.64,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1992,153,1992-06-01,0.7,552.45,15.97,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1992,153,1992-06-01,1.1,602.87,15.88,NA,NA,NA,NA,NA,NA,NA
"East Long Lake",1992,153,1992-06-01,1.5,516.58,10.35,NA,NA,NA,16.3,8.5,62,1050
"East Long Lake",1992,153,1992-06-01,2.5,444.12,12.05,NA,NA,NA,10.3,6,11.5,1050
"East Long Lake",1992,153,1992-06-01,12,1090.22,86.02,NA,NA,NA,4.3,0.8,NA,NA
"West Long Lake",1992,154,1992-06-02,0,369.74,4.63,NA,NA,NA,19.8,8.6,1300,980
"West Long Lake",1992,154,1992-06-02,0.7,424.49,6.06,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,154,1992-06-02,1.43,376.22,6.17,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,154,1992-06-02,2.59,325.98,7.7,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,154,1992-06-02,3.25,263.77,13.26,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,154,1992-06-02,4.72,382.73,17.38,NA,NA,NA,NA,NA,NA,NA
"West Long Lake",1992,154,1992-06-02,12,570.61,36.49,NA,NA,NA,4.9,0.8,NA,NA
"Paul Lake",1992,155,1992-06-03,0,267.19,13.74,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,155,1992-06-03,0.95,460.15,9.04,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,155,1992-06-03,1.75,441.74,7.64,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,155,1992-06-03,3.15,265.6,12.4,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,155,1992-06-03,4.3,201.19,9.95,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,155,1992-06-03,5.9,250.68,27.37,NA,NA,NA,NA,NA,NA,NA
"Paul Lake",1992,155,1992-06-03,8,930.95,47.42,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,155,1992-06-03,0,644.28,14.98,NA,NA,NA,20.1,9.3,1200,960
"Peter Lake",1992,155,1992-06-03,1,373.54,7.75,NA,NA,NA,19.8,8.9,590,960
"Peter Lake",1992,155,1992-06-03,2,341.85,8.53,NA,NA,NA,18.8,9.9,290,960
"Peter Lake",1992,155,1992-06-03,3.4,295.06,6.44,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,155,1992-06-03,4.6,351.92,5.88,NA,NA,NA,NA,NA,NA,NA
"Peter Lake",1992,155,1992-06-03,7,323.23,22.86,NA,NA,NA,4.7,3.5,12,960
